Date,USD_NGN,GBP_NGN,EUR_NGN,Day,Month,Year,Weekday,Is_Weekend,USD_Diff,EUR_Diff,GBP_Diff,USD_MA7,EUR_MA7,GBP_MA7,USD_Rate_Category
2015-01-01 00:00:00,183.5912,221.9676,286.0718,1,January,2015,Thursday,FALSE,,,,,,,Low
2015-01-02 00:00:00,183.5325,220.2764,281.337,2,January,2015,Friday,FALSE,-0.0586999999999875,-1.69120000000001,-4.73480000000001,,,,Low
2015-01-03 00:00:00,183.5062,220.2448,281.2966,3,January,2015,Saturday,TRUE,-0.026299999999992,-0.0315999999999974,-0.0403999999999769,,,,Low
2015-01-04 00:00:00,182.9279,218.527,279.6053,4,January,2015,Sunday,TRUE,-0.578300000000013,-1.71780000000001,-1.69130000000001,,,,Low
2015-01-05 00:00:00,183.519,219.0712,279.9949,5,January,2015,Monday,FALSE,0.591100000000012,0.544200000000018,0.389599999999973,,,,Low
2015-01-06 00:00:00,184.2789,218.8158,278.9245,6,January,2015,Tuesday,FALSE,0.759899999999988,-0.255400000000009,-1.07039999999995,,,,Low
2015-01-07 00:00:00,183.9035,217.6155,277.7862,7,January,2015,Wednesday,FALSE,-0.375399999999985,-1.2003,-1.13830000000001,183.608457142857,219.502614285714,280.716614285714,Low
2015-01-08 00:00:00,179.9322,212.1996,271.4457,8,January,2015,Thursday,FALSE,-3.97130000000001,-5.41589999999999,-6.34050000000002,183.085742857143,218.107185714286,278.627171428571,Low
2015-01-09 00:00:00,180.4767,213.7046,273.5846,9,January,2015,Friday,FALSE,0.544499999999999,1.505,2.13890000000003,182.6492,217.168357142857,277.519685714286,Low
2015-01-10 00:00:00,180.0118,213.1541,272.8799,10,January,2015,Saturday,TRUE,-0.4649,-0.5505,-0.704700000000003,182.15,216.1554,276.3173,Low
2015-01-11 00:00:00,179.8924,213.5203,273.2206,11,January,2015,Sunday,TRUE,-0.119399999999985,0.366199999999992,0.34069999999997,181.716357142857,215.440157142857,275.4052,Low
2015-01-12 00:00:00,181.9236,215.2238,275.9599,12,January,2015,Monday,FALSE,2.03119999999998,1.70350000000002,2.73930000000001,181.488442857143,214.890528571429,274.828771428571,Low
2015-01-13 00:00:00,183.2954,215.8727,278.0225,13,January,2015,Tuesday,FALSE,1.37180000000001,0.648899999999998,2.06259999999997,181.347942857143,214.470085714286,274.699914285714,Low
2015-01-14 00:00:00,183.101,215.7778,278.936,14,January,2015,Wednesday,FALSE,-0.194400000000002,-0.0948999999999955,0.913499999999999,181.2333,214.207557142857,274.864171428571,Low
2015-01-15 00:00:00,185.1553,215.4586,281.0658,15,January,2015,Thursday,FALSE,2.05430000000001,-0.319200000000024,2.12980000000005,181.979457142857,214.673128571428,276.238471428571,Low
2015-01-16 00:00:00,186.1966,215.3761,282.0134,16,January,2015,Friday,FALSE,1.04129999999998,-0.0824999999999818,0.947599999999966,182.796585714286,214.911914285714,277.442585714286,Low
2015-01-17 00:00:00,186.3613,215.5665,282.2628,17,January,2015,Saturday,TRUE,0.164700000000011,0.190399999999983,0.249400000000037,183.703657142857,215.256542857143,278.783,Low
